collision_index,vehicle_reference,vehicle_type,age_of_driver,age_of_vehicle
C202604893,3,9,22,7
C202604894,1,11,53,20
C202604895,1,11,73,14
C202604895,2,3,26,12
C202604895,3,19,29,10
C202604895,4,3,60,2
C202604896,1,9,23,9
C202604896,2,9,59,15
C202604897,1,9,69,8
C202604898,1,3,29,3
C202604898,2,9,56,7
C202604899,1,9,59,19
C202604899,2,9,28,20
C202604900,1,9,-1,12
C202604900,2,11,19,16
C202604900,3,9,25,19
C202604900,4,9,64,14
C202604901,1,1,25,0
C202604901,2,9,41,9
C202604902,1,1,67,4
C202604903,1,3,36,4
C202604904,1,9,48,24
C202604905,1,5,76,21
C202604906,1,9,56,12
C202604907,1,9,69,19
C202604908,1,19,44,16
C202604908,2,19,41,8
C202604909,1,9,42,3
C202604909,2,9,47,12
C202604909,3,11,60,14
C202604909,4,9,21,22
C202604910,1,9,70,0
C202604910,2,5,27,19
C202604911,1,5,-1,7
C202604912,1,9,26,1
C202604912,2,9,33,12
C202604913,1,9,65,6
C202604913,2,19,29,3
C202604914,1,3,39,24
C202604915,1,11,53,6
C202604915,2,5,42,5
C202604916,1,9,77,24
C202604916,2,9,40,15
C202604917,1,9,40,17
C202604918,1,3,64,11
C202604918,2,19,55,22
C202604919,1,11,51,22
C202604920,1,3,70,7
C202604920,2,9,70,16
C202604920,3,19,68,23
C202604921,1,9,43,8
C202604921,2,9,31,24
C202604922,1,9,22,2
C202604922,2,9,45,15
C202604923,1,9,55,13
C202604924,1,9,36,13
C202604924,2,9,48,4
C202604924,3,9,76,3
C202604925,1,3,22,15
C202604925,2,19,28,10
C202604926,1,9,19,5
C202604926,2,11,29,-1
C202604927,1,9,25,17
C202604927,2,9,47,1
C202604927,3,9,53,12
C202604927,4,9,69,10
C202604928,1,5,67,24
C202604929,1,9,38,23
C202604929,2,9,35,2
C202604930,1,11,62,6
C202604931,1,9,52,23
C202604931,2,11,40,2
C202604931,3,9,20,21
C202604931,4,1,46,4
C202604932,1,9,52,19
C202604933,1,3,-1,15
C202604934,1,9,-1,19
C202604934,2,19,27,14
C202604935,1,9,42,7
C202604935,2,3,83,12
C202604936,1,9,56,0
C202604937,1,19,77,2
C202604937,2,9,68,21
C202604938,1,11,33,11
C202604939,1,3,22,12
C202604939,2,9,33,16
C202604940,1,5,62,15
C202604940,2,9,36,11
C202604940,3,9,36,11
C202604940,4,1,82,18
C202604941,1,9,66,10
C202604941,2,3,25,14
C202604941,3,11,64,13
C202604942,1,9,22,2
C202604942,2,1,36,9
C202604943,1,9,62,12
C202604944,1,3,58,6
C202604945,1,11,-1,13
C202604946,1,9,18,3
C202604946,2,9,77,-1
C202604946,3,9,61,20
C202604947,1,9,80,-1
C202604947,2,9,51,22
C202604948,1,11,40,23
C202604949,1,9,67,6
C202604949,2,11,-1,2
C202604950,1,1,84,6
C202604950,2,3,18,20
C202604951,1,11,73,7
C202604952,1,9,56,8
C202604952,2,19,59,22
C202604952,3,1,52,17
C202604953,1,3,53,-1
C202604954,1,9,60,9
C202604954,2,9,55,5
C202604955,1,9,79,10
C202604955,2,9,58,-1
C202604955,3,19,34,12
C202604955,4,11,46,10
C202604956,1,9,40,3
C202604957,1,3,48,12
C202604957,2,9,64,6
C202604958,1,9,65,6
C202604958,2,9,59,0
C202604958,3,3,72,23
C202604959,1,9,43,17
C202604959,2,9,26,16
C202604960,1,11,46,10
C202604960,2,9,83,15
C202604961,1,19,32,14
C202604961,2,9,50,15
C202604962,1,9,71,12
C202604962,2,9,81,19
C202604963,1,5,47,20
C202604963,2,11,79,22
C202604964,1,9,40,12
C202604965,1,11,63,10
C202604965,2,5,19,18
C202604966,1,9,19,16
C202604967,1,9,36,13
C202604967,2,9,20,13
C202604968,1,11,75,3
C202604969,1,19,19,5
C202604970,1,9,19,23
C202604970,2,19,24,-1
C202604971,1,1,67,9
C202604972,1,5,19,16
C202604973,1,3,38,-1
C202604973,2,11,24,9
C202604974,1,3,48,17
C202604975,1,9,43,18
C202604975,2,3,53,8
C202604975,3,9,74,4
C202604976,1,11,44,24
C202604976,2,19,26,0
C202604977,1,9,76,15
C202604977,2,9,79,7
C202604978,1,19,17,12
C202604978,2,5,23,1
C202604979,1,5,75,12
C202604979,2,5,83,6
C202604979,3,9,65,7
C202604979,4,9,38,0
C202604980,1,9,40,-1
C202604980,2,9,67,22
C202604981,1,9,61,10
C202604981,2,9,72,12
C202604981,3,9,35,0
C202604982,1,9,51,15
C202604982,2,9,46,0
C202604983,1,9,22,4
C202604984,1,9,82,9
C202604985,1,11,23,10
C202604985,2,5,53,8
C202604986,1,19,22,13
C202604987,1,19,82,10
C202604987,2,19,28,10
C202604988,1,3,69,11
C202604988,2,3,19,19
C202604988,3,3,38,9
C202604988,4,9,78,23
C202604989,1,1,52,3
C202604990,1,9,39,15
C202604990,2,3,53,14
C202604990,3,11,32,6
C202604991,1,9,67,14
C202604991,2,3,36,17
C202604992,1,3,62,22
C202604992,2,9,46,13
C202604992,3,9,28,10
C202604993,1,9,77,1
C202604994,1,9,45,2
C202604994,2,9,71,5
C202604995,1,11,79,4
C202604996,1,11,69,8
C202604996,2,9,31,20
C202604996,3,5,54,10
C202604997,1,9,20,10
C202604998,1,9,75,16
C202604998,2,5,60,16
C202604999,1,19,58,22
C202605000,1,9,60,6
C202605001,1,11,69,21
C202605001,2,19,-1,2
C202605002,1,9,36,22
C202605002,2,9,53,12
C202605003,1,11,22,2
C202605003,2,5,47,4
C202605003,3,9,57,20
C202605003,4,19,46,18
C202605004,1,9,46,13
C202605004,2,3,80,4
C202605005,1,5,30,3
C202605005,2,11,70,15
C202605005,3,9,81,16
C202605006,1,9,32,7
C202605006,2,5,57,9
C202605007,1,9,53,12
C202605007,2,9,19,2
C202605008,1,9,58,1
C202605008,2,19,80,23
C202605009,1,5,45,5
C202605010,1,3,47,4
C202605011,1,19,83,5
C202605011,2,19,26,16
C202605011,3,9,57,15
C202605012,1,9,44,18
C202605012,2,9,40,3
C202605012,3,9,29,16
C202605012,4,19,77,4
C202605013,1,3,62,16
C202605013,2,3,21,0
C202605014,1,11,74,11
C202605014,2,3,71,2
C202605015,1,9,18,-1
C202605016,1,5,47,15
C202605016,2,1,50,12
C202605017,1,9,34,17
C202605018,1,9,25,23
C202605018,2,9,64,18
C202605019,1,11,61,21
C202605019,2,9,36,5
C202605020,1,3,18,12
C202605020,2,5,68,2
C202605021,1,19,79,5
C202605022,1,9,82,24
C202605022,2,9,68,24
C202605023,1,1,38,11
C202605024,1,5,76,13
C202605025,1,3,33,22
C202605025,2,9,44,21
C202605026,1,9,44,15
C202605026,2,3,50,3
C202605027,1,9,68,22
C202605027,2,9,63,20
C202605027,3,9,76,6
C202605028,1,1,74,13
C202605028,2,5,66,9
C202605029,1,11,80,0
C202605029,2,1,30,15
C202605030,1,11,48,11
C202605031,1,11,43,5
C202605032,1,9,62,17
C202605032,2,9,43,22
C202605033,1,9,27,23
C202605033,2,9,58,24
C202605033,3,9,81,14
C202605034,1,11,18,-1
C202605034,2,9,81,4
C202605035,1,9,26,19
C202605036,1,9,25,6
C202605036,2,9,19,17
C202605036,3,19,36,-1
C202605037,1,19,39,15
C202605038,1,11,71,1
C202605039,1,5,-1,13
C202605039,2,9,68,20
C202605040,1,9,26,23
C202605041,1,9,71,8
C202605042,1,5,28,1
C202605042,2,9,77,22
C202605042,3,3,56,19
C202605042,4,19,47,5
C202605043,1,3,75,8
C202605043,2,3,17,-1
C202605044,1,9,33,16
C202605044,2,5,47,11
C202605044,3,9,58,0
C202605045,1,1,65,24
C202605045,2,19,66,19
C202605046,1,19,53,20
C202605047,1,5,47,10
C202605047,2,11,60,2
C202605047,3,9,45,14
C202605047,4,5,27,4
C202605048,1,3,59,24
C202605048,2,3,59,9
C202605048,3,9,29,14
C202605049,1,9,-1,4
C202605049,2,9,27,15
C202605050,1,9,18,8
C202605050,2,19,35,19
C202605051,1,9,83,-1
C202605051,2,9,75,9
C202605052,1,11,31,1
C202605052,2,11,66,13
C202605053,1,11,42,24
C202605053,2,5,63,17
C202605053,3,3,33,12
C202605053,4,3,74,3
C202605054,1,9,41,13
C202605055,1,9,31,9
C202605056,1,3,63,20
C202605056,2,11,75,10
C202605057,1,3,28,3
C202605057,2,9,68,6
C202605057,3,5,18,18
C202605058,1,3,69,2
C202605058,2,9,71,16
C202605059,1,9,57,3
C202605060,1,3,81,23
C202605060,2,9,25,0
C202605061,1,9,82,3
C202605061,2,11,-1,17
C202605062,1,1,60,19
C202605062,2,9,43,15
C202605062,3,9,60,10
C202605063,1,9,81,19
C202605064,1,19,84,0
C202605064,2,9,75,23
C202605065,1,9,37,5
C202605065,2,9,24,17
C202605066,1,3,30,4
C202605066,2,1,38,-1
C202605067,1,9,58,5
C202605068,1,3,62,12
C202605068,2,9,32,4
C202605069,1,1,38,-1
C202605069,2,19,40,16
C202605070,1,9,22,11
C202605070,2,9,25,1
C202605070,3,9,46,1
C202605071,1,19,40,5
C202605072,1,5,46,5
C202605072,2,19,72,0
C202605073,1,11,21,13
C202605073,2,9,24,2
C202605074,1,9,82,8
C202605074,2,3,37,22
C202605074,3,9,17,14
C202605074,4,9,19,19
C202605075,1,9,-1,0
C202605075,2,5,39,22
C202605076,1,9,84,-1
C202605076,2,19,20,14
C202605077,1,9,56,14
C202605077,2,19,75,3
C202605078,1,1,25,2
C202605078,2,9,67,8
C202605079,1,5,62,23
C202605079,2,9,-1,24
C202605079,3,5,33,18
C202605079,4,9,39,0
C202605080,1,9,69,21
C202605080,2,5,73,-1
C202605081,1,9,63,20
C202605082,1,11,35,19
C202605082,2,5,62,19
C202605083,1,3,74,17
C202605083,2,9,81,1
C202605084,1,9,82,14
C202605084,2,19,79,12
C202605084,3,9,21,5
C202605085,1,9,18,10
C202605085,2,5,77,14
C202605086,1,9,69,-1
C202605087,1,9,39,9
C202605088,1,9,83,18
C202605088,2,9,54,20
C202605089,1,11,47,16
C202605090,1,3,48,6
C202605090,2,5,41,11
C202605091,1,9,55,7
C202605091,2,9,22,11
C202605092,1,9,43,15
C202605092,2,5,40,0
C202605093,1,11,46,2
C202605093,2,9,29,2
C202605093,3,11,45,13
C202605093,4,9,78,4
C202605094,1,19,47,12
C202605095,1,9,78,16
C202605096,1,9,49,10
C202605096,2,9,39,10
C202605097,1,9,61,12
C202605097,2,9,27,7
C202605098,1,3,41,22
C202605098,2,9,59,-1
C202605099,1,1,32,21
C202605099,2,9,64,0
C202605099,3,5,74,6
C202605100,1,19,41,18
C202605100,2,9,74,8
C202605101,1,11,81,17
C202605101,2,9,44,16
C202605101,3,9,73,16
C202605102,1,19,27,20
C202605102,2,9,37,24
C202605103,1,5,71,13
C202605104,1,1,19,6
C202605104,2,9,31,16
C202605105,1,11,72,14
C202605105,2,3,50,0
C202605106,1,3,83,8
C202605106,2,19,35,14
C202605107,1,11,57,6
C202605107,2,11,47,15
C202605107,3,5,28,8
C202605108,1,11,50,12
C202605108,2,19,80,9
C202605109,1,9,19,20
C202605109,2,9,20,19
C202605110,1,19,67,5
C202605111,1,19,28,7
C202605111,2,3,78,16
C202605111,3,9,28,1
C202605112,1,9,32,24
C202605112,2,5,76,0
C202605113,1,9,74,13
C202605113,2,9,39,0
C202605113,3,9,21,3
C202605113,4,9,33,17
C202605114,1,9,79,3
C202605115,1,9,75,-1
C202605115,2,19,27,11
C202605116,1,3,25,15
C202605116,2,3,21,8
C202605117,1,9,37,2
C202605117,2,9,66,17
C202605118,1,9,53,0
C202605118,2,9,53,17
C202605119,1,11,45,19
C202605119,2,9,45,8
C202605119,3,9,84,1
C202605120,1,9,71,0
C202605120,2,9,60,16
C202605121,1,11,38,19
C202605122,1,1,24,-1
C202605122,2,3,54,-1
C202605123,1,11,75,10
C202605123,2,9,43,22
C202605124,1,9,38,-1
C202605125,1,3,37,3
C202605126,1,11,61,8
C202605127,1,9,37,-1
C202605127,2,9,43,10
C202605128,1,11,-1,17
C202605128,2,3,74,6
C202605129,1,9,33,17
C202605129,2,11,23,15
C202605130,1,9,21,5
C202605130,2,9,67,11
C202605130,3,9,18,0
C202605131,1,9,26,11
C202605131,2,9,82,19
C202605131,3,19,24,11
C202605131,4,5,67,14
C202605132,1,9,47,14
C202605132,2,9,-1,18
C202605132,3,9,67,16
C202605132,4,9,26,12
C202605133,1,19,23,18
C202605134,1,3,66,21
C202605135,1,9,19,22
C202605135,2,9,55,4
C202605136,1,11,53,2
C202605137,1,11,47,9
C202605137,2,11,78,-1
C202605138,1,9,84,-1
C202605138,2,11,49,19
C202605139,1,9,59,1
C202605139,2,9,36,6
C202605140,1,11,62,18
C202605141,1,9,78,23
C202605141,2,3,28,12
C202605142,1,9,58,19
C202605142,2,9,72,16
C202605143,1,3,75,-1
C202605143,2,9,21,1
C202605144,1,9,79,0
C202605145,1,19,69,11
C202605145,2,9,27,22
C202605145,3,1,46,14
C202605146,1,9,23,16
C202605146,2,9,76,24
C202605147,1,5,45,9
C202605147,2,9,62,16
C202605148,1,1,47,24
C202605148,2,9,45,2
C202605149,1,9,80,12
C202605150,1,9,-1,17
C202605150,2,9,26,19
C202605150,3,3,20,5
C202605151,1,9,28,15
C202605151,2,9,30,14
C202605152,1,9,23,14
C202605152,2,5,20,3
C202605153,1,9,43,1
C202605154,1,1,66,16
C202605154,2,3,25,7
C202605154,3,9,32,17
C202605154,4,9,84,15
C202605155,1,9,34,1
C202605155,2,9,59,12
C202605155,3,9,66,2
C202605156,1,19,75,23
C202605156,2,19,79,21
C202605156,3,5,22,18
C202605156,4,9,20,14
C202605157,1,9,72,16
C202605157,2,19,39,9
C202605158,1,9,53,4
C202605158,2,9,40,9
C202605159,1,9,70,5
C202605160,1,9,57,13
C202605160,2,3,58,11
C202605160,3,19,20,0
C202605161,1,9,80,18
C202605162,1,9,35,-1
C202605162,2,9,36,22
C202605163,1,5,30,14
C202605163,2,11,23,2
C202605164,1,9,18,5
C202605164,2,19,21,14
C202605165,1,3,48,4
C202605166,1,19,53,16
C202605166,2,9,32,23
C202605167,1,9,21,17
C202605168,1,3,80,4
C202605169,1,9,73,0
C202605169,2,9,49,17
C202605170,1,9,20,15
C202605170,2,1,68,20
C202605171,1,9,-1,18
C202605171,2,9,18,11
C202605172,1,9,37,22
C202605172,2,3,17,8
C202605172,3,3,44,21
C202605173,1,19,29,6
C202605173,2,9,75,17
C202605174,1,9,37,1
C202605174,2,5,40,10
C202605175,1,9,65,22
C202605175,2,9,71,3
C202605176,1,9,55,8
C202605176,2,19,80,-1
C202605177,1,3,49,7
C202605177,2,5,27,9
C202605178,1,19,31,6
C202605179,1,9,22,2
C202605180,1,9,27,3
C202605181,1,9,23,6
C202605181,2,3,68,6
C202605182,1,9,73,23
C202605182,2,9,33,1
C202605183,1,9,43,23
C202605183,2,9,58,0
C202605183,3,3,59,-1
C202605183,4,9,50,22
C202605184,1,9,28,2
C202605184,2,1,38,11
C202605184,3,9,65,10
C202605184,4,9,36,16
C202605185,1,11,44,7
C202605186,1,11,40,11
C202605187,1,9,56,20
C202605188,1,5,23,16
C202605189,1,5,76,-1
C202605189,2,3,50,3
C202605190,1,9,32,-1
C202605190,2,11,24,12
C202605191,1,9,34,-1
C202605191,2,9,46,7
C202605192,1,11,21,20
C202605192,2,9,58,2
C202605193,1,5,68,10
C202605193,2,9,31,0
C202605193,3,9,57,19
C202605193,4,9,80,14
C202605194,1,9,74,9
C202605194,2,1,81,8
C202605195,1,3,50,19
C202605195,2,9,-1,1
C202605196,1,11,65,22
C202605197,1,9,61,20
C202605197,2,9,63,21
C202605198,1,11,32,18
C202605198,2,1,41,9
C202605199,1,9,84,2
C202605199,2,5,56,7
C202605200,1,19,52,17
C202605201,1,1,74,8
C202605201,2,9,79,19
C202605202,1,9,31,6
C202605203,1,3,57,5
C202605203,2,11,41,4
C202605204,1,9,75,17
C202605204,2,9,43,24
C202605204,3,9,54,23
C202605205,1,9,26,11
C202605205,2,9,18,14
C202605206,1,3,63,19
C202605206,2,9,48,21
C202605207,1,9,51,17
C202605207,2,9,67,8
C202605208,1,11,18,20
C202605208,2,9,38,12
C202605209,1,9,47,1
C202605209,2,19,18,2
C202605210,1,9,69,16
C202605210,2,9,17,20
C202605211,1,9,21,7
C202605211,2,9,40,14
C202605212,1,11,25,6
C202605212,2,19,73,13
C202605213,1,19,48,16
C202605214,1,9,21,11
C202605214,2,9,18,1
C202605215,1,3,70,11
C202605215,2,9,28,-1
C202605216,1,9,76,4
C202605217,1,9,-1,5
C202605217,2,3,38,6
C202605218,1,9,84,8
C202605218,2,19,82,24
C202605219,1,3,36,4
C202605219,2,11,24,21
C202605220,1,19,50,3
C202605220,2,9,30,10
C202605221,1,9,51,10
C202605221,2,3,58,9
C202605222,1,11,41,2
C202605222,2,1,49,17
C202605223,1,5,46,8
C202605224,1,11,45,9
C202605224,2,11,17,13
C202605224,3,11,26,3
C202605225,1,9,19,7
C202605225,2,11,46,19
C202605225,3,3,83,15
C202605226,1,1,50,21
C202605226,2,9,19,7
C202605227,1,9,79,12
C202605228,1,5,22,8
C202605229,1,9,48,15
C202605229,2,9,76,12
C202605230,1,9,19,12
C202605230,2,9,68,-1
C202605230,3,5,-1,16
C202605231,1,9,78,1
C202605231,2,11,32,23
C202605232,1,5,55,12
C202605232,2,3,40,13
C202605233,1,3,69,0
C202605233,2,3,74,14
C202605234,1,19,40,9
C202605235,1,9,33,2
C202605235,2,9,84,19
C202605236,1,9,51,3
C202605236,2,19,17,20
C202605236,3,9,75,15
C202605236,4,9,24,0
C202605237,1,9,42,19
C202605237,2,9,44,3
C202605238,1,9,60,13
C202605239,1,9,43,14
C202605240,1,19,-1,6
C202605241,1,19,74,15
C202605241,2,11,23,22
C202605242,1,1,17,0
C202605242,2,19,84,12
C202605243,1,11,65,20
C202605243,2,9,79,18
C202605244,1,9,25,12
C202605245,1,9,30,1
C202605245,2,9,68,7
C202605246,1,9,80,13
C202605247,1,19,56,-1
C202605248,1,19,80,19
C202605248,2,5,68,17
C202605249,1,9,48,11
C202605249,2,1,65,9
C202605250,1,3,45,22
C202605250,2,9,55,11
C202605251,1,3,69,5
C202605252,1,9,69,24
C202605252,2,9,25,8
C202605252,3,3,41,19
C202605253,1,9,83,6
C202605253,2,9,57,4
C202605254,1,9,81,12
C202605254,2,9,19,13
C202605254,3,9,77,5
C202605255,1,9,18,8
C202605255,2,9,29,17
C202605255,3,1,73,10
C202605256,1,9,67,9
C202605257,1,3,43,7
C202605257,2,9,30,8
C202605258,1,9,26,4
C202605258,2,9,42,16
C202605258,3,19,29,1
C202605258,4,9,35,3
C202605259,1,11,21,3
C202605260,1,9,49,17
C202605260,2,19,-1,-1
C202605261,1,9,70,14
C202605261,2,3,25,8
C202605262,1,3,17,13
C202605262,2,9,64,15
C202605263,1,9,34,0
C202605263,2,9,73,9
C202605264,1,11,84,11
C202605265,1,19,45,21
C202605265,2,9,56,8
C202605265,3,9,36,15
C202605266,1,9,33,5
C202605266,2,9,49,22
C202605266,3,9,38,7
C202605267,1,9,73,0
C202605267,2,1,72,23
C202605267,3,11,24,17
C202605268,1,19,71,13
C202605268,2,9,34,10
C202605269,1,11,43,20
C202605269,2,9,75,13
C202605270,1,9,21,10
C202605271,1,9,41,11
C202605271,2,3,83,11
C202605272,1,3,81,11
C202605272,2,9,76,-1
C202605272,3,3,33,22
C202605273,1,11,35,9
C202605273,2,11,83,0
C202605273,3,3,53,0
C202605274,1,11,54,-1
C202605275,1,3,35,5
C202605275,2,9,29,8
C202605276,1,9,22,18
C202605276,2,5,69,19
C202605277,1,11,35,23
C202605277,2,9,54,10
C202605278,1,9,75,7
C202605278,2,11,61,8
C202605278,3,5,76,3
C202605279,1,3,-1,6
C202605279,2,9,67,7
C202605279,3,11,75,12
C202605280,1,11,23,12
C202605281,1,9,53,11
C202605282,1,3,20,15
C202605282,2,11,70,21
C202605283,1,3,46,4
C202605284,1,9,23,9
C202605284,2,3,37,4
C202605285,1,9,57,-1
C202605286,1,19,52,8
C202605287,1,9,28,4
C202605287,2,9,25,9
C202605288,1,19,24,9
C202605289,1,11,20,11
C202605290,1,9,80,19
C202605290,2,5,48,19
C202605290,3,9,26,-1
C202605291,1,9,39,16
C202605291,2,11,23,7
C202605292,1,11,48,20
C202605292,2,9,56,6
C202605293,1,3,21,14
C202605293,2,9,65,12
C202605293,3,19,33,18
C202605293,4,5,80,5
C202605294,1,9,-1,8
C202605294,2,9,49,7
C202605295,1,3,61,23
C202605295,2,19,67,21
C202605296,1,9,36,7
C202605296,2,9,47,13
C202605297,1,9,45,-1
C202605297,2,1,26,24
C202605298,1,9,18,16
C202605299,1,19,70,1
C202605299,2,9,34,5
C202605300,1,5,54,9
C202605300,2,5,63,13
C202605301,1,9,25,11
C202605302,1,9,38,6
C202605302,2,9,60,21
C202605303,1,5,63,8
C202605303,2,9,44,21
C202605303,3,9,27,5
C202605304,1,9,68,12
C202605304,2,3,35,16
C202605305,1,9,34,12
C202605305,2,9,20,5
C202605305,3,9,27,20
C202605306,1,11,83,13
C202605307,1,9,61,13
C202605307,2,9,65,24
C202605307,3,5,49,20
C202605307,4,9,64,23
C202605308,1,9,44,7
C202605309,1,3,-1,16
C202605309,2,3,82,11
C202605310,1,9,84,12
C202605311,1,9,45,5
C202605311,2,3,64,0
C202605312,1,11,61,2
C202605312,2,19,67,0
C202605313,1,9,83,9
C202605313,2,11,44,3
C202605314,1,9,77,20
C202605315,1,9,43,15
C202605315,2,9,79,7
C202605316,1,1,81,5
C202605316,2,11,-1,24
C202605316,3,9,30,18
C202605317,1,9,77,20
C202605318,1,9,26,18
C202605318,2,9,24,2
C202605318,3,9,46,8
C202605319,1,9,77,15
C202605319,2,5,67,7
C202605320,1,11,56,5
C202605320,2,19,23,14
C202605321,1,3,62,9
C202605321,2,9,75,9
C202605321,3,9,43,2
C202605322,1,11,60,2
C202605322,2,9,37,15
C202605323,1,9,73,19
C202605324,1,11,58,17
C202605324,2,9,44,12
C202605325,1,11,81,1
C202605326,1,9,58,5
C202605326,2,9,64,2
C202605327,1,9,58,6
C202605327,2,9,81,18
C202605328,1,9,71,22
C202605328,2,3,37,23
C202605329,1,9,-1,6
C202605329,2,9,72,23
C202605329,3,9,20,19
C202605330,1,9,65,23
C202605330,2,11,36,20
C202605331,1,11,48,6
C202605331,2,9,74,23
C202605332,1,9,66,-1
C202605332,2,9,56,9
C202605333,1,9,48,1
C202605333,2,9,39,24
C202605333,3,9,64,7
C202605334,1,11,40,22
C202605334,2,9,19,6
C202605335,1,9,52,9
C202605335,2,1,79,10
C202605335,3,9,40,19
C202605336,1,11,62,8
C202605337,1,19,17,13
C202605337,2,19,69,-1
C202605338,1,11,83,11
C202605338,2,9,55,0
C202605338,3,19,20,-1
C202605339,1,3,52,15
C202605339,2,5,39,3
C202605340,1,3,33,19
C202605341,1,9,24,10
C202605341,2,11,22,24
C202605342,1,9,23,21
C202605342,2,3,30,24
C202605343,1,9,57,8
C202605343,2,19,24,6
C202605344,1,11,41,9
C202605345,1,9,63,17
C202605346,1,9,66,9
C202605346,2,5,60,0
C202605346,3,3,53,16
C202605347,1,9,55,17
C202605347,2,9,78,14
C202605347,3,9,64,23
C202605347,4,9,65,-1
C202605348,1,11,41,2
C202605348,2,9,22,20
C202605349,1,3,29,0
C202605350,1,9,59,13
C202605351,1,9,20,6
C202605351,2,1,31,14
C202605351,3,9,79,17
C202605351,4,9,42,6
C202605352,1,9,59,11
C202605353,1,11,30,11
C202605353,2,9,83,8
C202605354,1,9,60,5
C202605354,2,9,81,2
C202605355,1,9,63,3
C202605355,2,9,35,19
C202605356,1,5,59,1
C202605356,2,9,51,22
C202605357,1,11,77,0
C202605357,2,1,79,13
C202605358,1,11,56,7
C202605359,1,11,63,11
C202605359,2,9,51,8
C202605360,1,9,32,14
C202605360,2,9,25,19
C202605361,1,9,51,18
C202605361,2,9,55,17
C202605362,1,19,42,10
C202605362,2,3,51,20
C202605363,1,9,52,-1
C202605363,2,1,69,11
C202605364,1,9,78,-1
C202605364,2,1,53,-1
C202605365,1,3,47,20
C202605365,2,1,47,19
C202605366,1,9,20,-1
C202605367,1,3,74,-1
C202605367,2,9,60,6
C202605367,3,9,34,19
C202605368,1,11,83,3
C202605368,2,11,34,11
C202605368,3,3,75,11
C202605369,1,19,18,18
C202605369,2,9,18,6
C202605370,1,9,35,20
C202605370,2,11,24,2
C202605371,1,9,17,17
C202605371,2,19,43,-1
C202605372,1,9,18,2
C202605372,2,5,66,1
C202605372,3,11,33,24
C202605372,4,3,67,17
C202605373,1,9,79,23
C202605373,2,3,65,17
C202605374,1,1,42,23
C202605374,2,9,72,12
C202605375,1,9,79,3
C202605375,2,1,41,2
C202605375,3,9,65,0
C202605376,1,9,82,0
C202605376,2,9,84,6
C202605377,1,9,40,19
C202605377,2,9,41,-1
C202605378,1,9,38,2
C202605378,2,9,44,9
C202605378,3,9,51,1
C202605379,1,5,83,23
C202605379,2,3,83,18
C202605379,3,9,45,-1
C202605380,1,9,22,-1
C202605381,1,9,53,20
C202605381,2,9,43,20
C202605381,3,3,84,1
C202605382,1,1,57,16
C202605383,1,9,-1,18
C202605383,2,9,40,17
C202605384,1,11,54,21
C202605384,2,1,25,21
C202605385,1,9,81,19
C202605385,2,9,68,6
C202605386,1,1,76,23
C202605386,2,9,43,24
C202605387,1,1,60,23
C202605388,1,11,64,6
C202605388,2,9,19,10
C202605389,1,9,39,14
C202605389,2,9,75,11
C202605389,3,11,31,20
C202605389,4,9,63,16
C202605390,1,9,41,8
C202605390,2,9,30,9
C202605391,1,3,58,23
C202605391,2,9,53,0
C202605392,1,19,46,3
C202605392,2,9,79,-1
C202605393,1,9,39,4
C202605394,1,9,54,23
C202605394,2,9,59,-1
C202605395,1,11,77,10
C202605395,2,19,43,22
C202605396,1,9,20,6
C202605397,1,5,64,6
C202605397,2,5,62,20
C202605398,1,9,19,12
C202605398,2,9,59,4
C202605399,1,9,34,18
C202605400,1,1,40,22
C202605400,2,9,59,17
C202605400,3,9,73,13
C202605401,1,3,51,9
C202605401,2,9,58,4
C202605401,3,19,35,21
C202605401,4,9,73,2
C202605402,1,1,21,9
C202605402,2,1,33,24
C202605403,1,9,59,18
C202605403,2,11,-1,11
C202605403,3,11,36,9
C202605403,4,11,20,0
C202605404,1,3,82,19
C202605404,2,19,58,-1
C202605405,1,9,55,8
C202605406,1,9,21,15
C202605406,2,3,33,13
C202605407,1,19,-1,6
C202605407,2,11,26,20
C202605408,1,19,24,14
C202605408,2,9,57,22
C202605409,1,1,58,8
C202605410,1,9,41,23
C202605410,2,9,27,5
C202605411,1,9,17,2
C202605411,2,9,21,10
C202605412,1,9,73,-1
C202605413,1,9,20,4
C202605413,2,11,81,17
C202605413,3,11,52,-1
C202605413,4,9,67,2
C202605414,1,9,74,16
C202605415,1,9,72,0
C202605416,1,19,69,1
C202605416,2,1,67,14
C202605416,3,9,46,3
C202605417,1,11,41,8
C202605417,2,19,62,15
C202605418,1,5,64,11
C202605418,2,9,25,2
C202605419,1,5,28,3
C202605420,1,9,23,12
C202605421,1,9,-1,1
C202605421,2,9,30,15
C202605422,1,19,37,22
C202605422,2,3,78,19
C202605423,1,1,63,12
C202605423,2,9,78,24
C202605423,3,3,21,13
C202605423,4,9,83,-1
C202605424,1,9,21,18
C202605424,2,9,18,13
C202605425,1,5,-1,12
C202605425,2,9,55,14
C202605425,3,3,84,19
C202605426,1,19,37,10
C202605427,1,1,81,21
C202605428,1,9,60,13
C202605428,2,11,77,0
C202605429,1,9,30,22
C202605429,2,9,31,23
C202605430,1,9,53,12
C202605430,2,9,62,16
C202605431,1,9,61,16
C202605431,2,11,-1,13
C202605432,1,9,31,4
C202605432,2,9,69,3
C202605433,1,9,71,6
C202605433,2,5,65,22
C202605434,1,9,22,2
