collision_index,longitude,latitude,date,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,urban_or_rural_area,area,num_casualties,severity_score
C202605071,-2.27599,53.64044,01/06/2026,20:04,2,50,3,0,0,1,1,1,0,1,North West,4,6
C202605072,-0.72483,51.43822,01/06/2026,20:04,3,30,0,-1,0,1,1,1,0,1,South East,2,6
C202605073,-1.20161,53.05983,01/06/2026,20:04,3,30,5,4,0,5,3,1,0,2,East Midlands,1,6
C202605074,-0.55997,50.75449,01/06/2026,20:04,7,50,1,4,5,1,1,2,0,2,South East,1,9
C202605075,-1.39907,53.70421,01/06/2026,20:05,7,20,1,4,0,1,5,1,6,2,Yorkshire,1,5
C202605076,-0.99151,52.77635,01/06/2026,20:05,3,20,0,4,-1,5,3,1,0,1,East Midlands,1,3
C202605077,-1.63698,52.31395,01/06/2026,20:05,6,70,5,1,1,1,1,1,0,2,West Midlands,5,10
C202605078,-1.35676,54.02396,01/06/2026,20:05,3,30,1,4,5,5,2,2,0,1,Yorkshire,1,5
C202605079,-1.54758,53.65006,01/06/2026,20:05,6,60,2,2,5,1,1,1,0,2,Yorkshire,1,9
C202605080,-2.72947,53.009,01/06/2026,20:05,6,30,0,0,0,5,1,1,0,2,North West,3,8
C202605081,-1.87401,54.10887,01/06/2026,20:05,6,20,0,0,0,1,1,1,0,2,Yorkshire,1,4
C202605082,0.05552,51.45077,01/06/2026,20:05,1,40,3,0,0,5,1,1,0,1,London,1,5
C202605083,-1.57429,54.91258,01/06/2026,20:06,6,50,3,4,0,1,2,1,0,1,North East,1,7
C202605084,-1.67868,52.30862,01/06/2026,20:06,3,30,6,0,0,1,1,2,1,1,West Midlands,1,5
C202605085,-1.92987,51.56515,01/06/2026,20:06,2,30,0,0,1,7,1,2,0,1,West Midlands,2,8
C202605086,-3.06889,51.36222,01/06/2026,20:06,6,40,3,-1,5,1,1,1,0,2,Wales,2,5
C202605087,-1.51319,53.60845,01/06/2026,20:07,2,30,3,2,0,1,1,1,0,1,Yorkshire,1,4
C202605088,-1.11606,51.30882,01/06/2026,20:07,6,30,6,-1,0,1,1,2,0,2,South East,1,7
C202605089,-1.68874,54.99271,01/06/2026,20:07,6,40,0,4,0,1,1,2,0,1,North East,1,4
C202605090,-1.66569,52.83913,01/06/2026,20:08,6,30,0,0,0,1,1,2,0,1,East Midlands,1,5
C202605091,-1.59383,54.89561,01/06/2026,20:08,3,40,0,2,0,6,1,1,0,2,North East,1,8
C202605092,0.00739,51.25718,01/06/2026,20:08,3,60,6,4,0,1,1,1,0,2,South East,2,6
C202605093,0.15099,51.18426,01/06/2026,20:08,7,30,0,4,1,1,2,2,0,1,London,1,8
C202605094,-3.18138,50.87844,01/06/2026,20:09,6,30,0,1,5,5,1,2,0,2,South West,2,6
C202605095,-1.20891,52.85079,01/06/2026,20:09,7,30,0,-1,5,1,1,1,0,2,East Midlands,1,6
C202605096,-3.37802,51.47438,01/06/2026,20:09,6,40,5,-1,5,5,1,1,0,1,Wales,2,7
C202605097,-2.69769,53.82473,01/06/2026,20:09,2,30,0,4,5,6,1,1,0,1,North West,1,5
C202605098,-2.99415,51.9488,01/06/2026,20:10,6,30,5,0,0,6,8,1,0,1,Wales,1,5
C202605099,-0.3944,51.56103,01/06/2026,20:10,6,60,-1,1,0,6,1,1,0,1,London,1,6
C202605100,-0.15135,51.60946,01/06/2026,20:11,3,60,3,4,0,1,1,1,0,1,South East,3,7
C202605101,-2.02576,52.20142,01/06/2026,20:11,6,70,3,1,0,1,1,1,0,2,West Midlands,1,9
C202605102,-1.96623,52.33265,01/06/2026,20:11,6,30,1,2,1,5,2,1,0,2,West Midlands,5,10
C202605103,-1.59234,52.50933,01/06/2026,20:11,7,30,6,2,0,5,1,1,0,1,West Midlands,1,5
C202605104,-1.78809,52.49823,01/06/2026,20:11,2,30,5,0,0,1,1,2,6,1,West Midlands,2,4
C202605105,-3.30841,51.07825,01/06/2026,20:12,6,50,0,0,0,5,5,2,0,2,South West,1,9
C202605106,-3.14745,53.58836,01/06/2026,20:12,7,30,3,4,0,1,1,4,0,2,North West,3,7
C202605107,-3.60765,51.13298,01/06/2026,20:13,6,60,3,2,1,1,2,1,0,2,South West,1,8
C202605108,-0.15306,51.18305,01/06/2026,20:14,6,30,3,0,0,6,1,2,0,1,London,2,6
C202605109,-1.6019,55.35335,01/06/2026,20:14,9,40,0,2,1,5,8,2,0,1,North East,2,8
C202605110,-0.71384,53.15814,01/06/2026,20:15,6,30,3,1,0,5,1,1,0,2,East Midlands,3,7
C202605111,-0.28729,51.14492,01/06/2026,20:15,7,30,0,4,0,1,1,2,0,1,London,2,5
C202605112,-1.47901,53.60239,01/06/2026,20:15,6,30,0,0,0,5,1,1,0,1,Yorkshire,1,5
C202605113,0.30377,51.3145,01/06/2026,20:16,6,40,3,4,0,1,1,1,0,1,London,5,10
C202605114,-1.68262,52.93542,01/06/2026,20:16,6,30,0,0,0,7,1,1,0,2,East Midlands,1,4
C202605115,-3.52858,51.23368,01/06/2026,20:17,6,60,5,4,0,1,1,1,0,2,Wales,3,10
C202605116,-1.24302,52.87849,01/06/2026,20:17,2,30,3,0,0,6,1,-1,0,1,East Midlands,1,5
C202605117,-1.83541,55.17571,01/06/2026,20:18,6,60,0,4,5,5,1,1,0,2,North East,1,8
C202605118,-1.90662,54.84364,01/06/2026,20:18,6,30,5,4,0,1,1,2,0,1,North East,3,6
C202605119,-2.5386,53.38468,01/06/2026,20:18,2,30,2,4,0,1,1,2,2,2,North West,1,5
C202605120,-2.2349,53.0274,01/06/2026,20:18,1,30,0,4,0,5,1,1,0,2,North West,1,8
C202605121,-1.92567,55.43181,01/06/2026,20:19,2,50,3,0,0,1,1,2,0,1,North East,1,5
C202605122,-3.2414,50.81241,01/06/2026,20:19,6,50,0,4,0,5,1,2,0,1,South West,1,8
C202605123,-3.77713,50.92296,01/06/2026,20:19,7,40,-1,0,5,4,3,2,0,1,South West,3,7
C202605124,-0.88726,51.04748,01/06/2026,20:19,6,60,5,-1,0,1,1,1,0,1,South East,2,6
C202605125,-1.3512,54.8985,01/06/2026,20:19,6,30,5,4,0,1,1,1,0,1,North East,1,3
C202605126,-0.57977,51.19839,01/06/2026,20:20,6,30,3,0,0,1,1,1,0,1,South East,1,4
C202605127,-2.5921,53.16588,01/06/2026,20:20,6,60,0,4,0,1,3,1,0,1,North West,2,7
C202605128,-3.18567,51.74154,01/06/2026,20:21,3,30,6,4,0,1,1,9,0,1,Wales,2,4
C202605129,-3.54884,50.81781,01/06/2026,20:21,6,60,0,0,1,5,2,2,0,2,South West,1,9
C202605130,-0.439,51.80092,01/06/2026,20:21,3,40,3,4,0,7,8,2,0,1,London,1,6
C202605131,-3.22268,50.84364,01/06/2026,20:21,2,60,0,0,1,1,1,1,0,1,South West,1,8
C202605132,-1.46715,55.35889,01/06/2026,20:22,6,40,3,4,-1,1,8,1,0,1,North East,2,6
C202605133,-2.35971,52.69922,01/06/2026,20:22,3,60,0,2,0,1,2,2,0,2,West Midlands,1,7
C202605134,-3.27169,51.09018,01/06/2026,20:22,6,20,0,4,0,5,1,2,0,2,South West,1,5
C202605135,-0.46711,51.44387,01/06/2026,20:22,6,30,0,0,0,1,1,2,0,1,London,3,7
C202605136,-0.58271,51.50221,01/06/2026,20:22,1,30,0,2,0,1,1,1,0,1,South East,3,3
C202605137,-1.94719,55.22514,01/06/2026,20:23,3,30,-1,0,0,1,1,1,0,2,North East,1,4
C202605138,-0.64365,53.30296,01/06/2026,20:23,6,30,3,4,0,1,1,2,0,1,East Midlands,2,5
C202605139,-2.87074,51.34072,01/06/2026,20:23,6,60,6,-1,5,1,1,1,0,1,Wales,2,6
C202605140,0.12113,51.76707,01/06/2026,20:23,6,50,3,-1,0,5,1,1,0,2,London,2,10
C202605141,-3.01168,51.69201,01/06/2026,20:24,9,20,0,1,-1,6,5,2,0,2,Wales,1,6
C202605142,-1.06588,51.68052,01/06/2026,20:24,9,30,5,4,0,1,1,1,0,1,South East,5,7
C202605143,-2.87089,53.52095,01/06/2026,20:24,7,70,6,0,1,1,1,9,2,1,North West,2,6
C202605144,-1.21024,53.49059,01/06/2026,20:24,6,30,-1,2,0,4,1,1,0,2,Yorkshire,1,8
C202605145,-0.62206,51.06633,01/06/2026,20:24,6,30,5,0,0,1,1,1,0,1,South East,1,3
C202605146,-1.0322,52.82866,01/06/2026,20:25,2,30,2,0,0,1,2,1,0,2,East Midlands,3,9
C202605147,-0.33637,51.26009,01/06/2026,20:25,7,20,3,4,0,1,2,1,0,1,London,2,3
C202605148,-2.72724,53.2151,01/06/2026,20:25,6,40,0,1,1,1,6,1,0,1,North West,1,5
C202605149,-1.98929,52.56111,01/06/2026,20:26,6,30,6,2,0,7,5,1,0,1,West Midlands,1,5
C202605150,-1.01807,53.04433,01/06/2026,20:26,2,50,-1,2,0,1,1,9,0,1,East Midlands,1,6
C202605151,-3.22592,50.93545,01/06/2026,20:26,2,30,6,0,0,1,1,1,1,1,South West,1,2
C202605152,0.38222,51.56393,01/06/2026,20:26,6,30,0,1,1,1,1,1,0,2,London,1,6
C202605153,-3.52719,50.71502,01/06/2026,20:26,6,30,6,4,5,1,1,1,0,2,South West,1,6
C202605154,-0.05454,51.81348,01/06/2026,20:27,3,40,-1,4,0,5,1,-1,0,2,London,4,10
C202605155,-2.78153,53.14175,01/06/2026,20:27,1,30,2,0,0,1,1,2,0,1,North West,1,7
C202605156,-3.11977,53.27496,01/06/2026,20:27,1,60,0,4,0,1,2,1,0,2,North West,1,9
C202605157,-0.586,51.53747,01/06/2026,20:27,6,30,3,4,0,1,1,1,0,1,South East,1,4
C202605158,-3.94506,50.8684,01/06/2026,20:28,3,30,3,4,0,4,1,1,0,2,South West,2,8
C202605159,-2.72337,53.57246,01/06/2026,20:28,6,70,0,4,5,5,1,1,0,1,North West,1,6
C202605160,-1.52881,53.994,01/06/2026,20:28,2,50,6,0,5,1,2,1,0,2,Yorkshire,2,9
C202605161,-1.47593,54.74883,01/06/2026,20:28,6,30,3,2,0,1,1,3,0,2,North East,3,7
C202605162,-3.20443,51.5319,01/06/2026,20:28,6,60,6,1,0,5,1,3,0,2,Wales,4,10
C202605163,0.10164,51.9636,01/06/2026,20:29,6,30,3,1,0,5,1,1,0,2,London,2,6
C202605164,-1.63825,52.27737,01/06/2026,20:29,6,40,0,4,0,1,1,1,0,1,West Midlands,1,7
C202605165,-2.74363,53.34826,01/06/2026,20:29,6,30,5,0,5,1,1,1,0,1,North West,2,5
C202605166,-0.40412,51.28764,01/06/2026,20:29,9,40,3,4,1,1,1,1,0,1,London,1,4
C202605167,-1.50415,55.06292,01/06/2026,20:29,1,30,0,4,0,1,5,2,0,1,North East,2,7
C202605168,-3.47477,50.9808,01/06/2026,20:29,6,30,0,4,0,1,8,1,0,2,South West,1,4
C202605169,-1.0957,52.99444,01/06/2026,20:29,6,20,0,4,0,1,2,2,0,1,East Midlands,1,3
C202605170,-0.61183,51.23588,01/06/2026,20:30,7,30,0,0,1,1,2,3,6,1,South East,1,5
C202605171,-3.93877,50.50933,01/06/2026,20:30,2,30,0,0,5,1,7,2,0,1,South West,2,8
C202605172,-0.21298,51.50092,01/06/2026,20:30,2,70,6,4,0,1,1,2,0,1,London,1,6
C202605173,-0.33645,51.25386,01/06/2026,20:32,6,60,0,0,0,1,1,2,0,1,South East,1,7
C202605174,-3.65318,50.57918,01/06/2026,20:32,6,60,5,2,0,5,1,1,0,1,South West,1,7
C202605175,-3.05705,51.13831,01/06/2026,20:32,6,30,6,0,0,1,1,1,0,1,Wales,1,3
C202605176,-0.92505,51.03244,01/06/2026,20:32,3,30,5,4,5,1,1,2,7,1,South East,1,4
C202605177,-0.88123,53.04356,01/06/2026,20:33,1,30,5,2,5,1,1,1,0,2,East Midlands,2,8
C202605178,-2.56713,53.64824,01/06/2026,20:33,3,50,6,4,5,1,1,1,0,2,North West,1,8
C202605179,-0.98145,50.83788,01/06/2026,20:34,3,40,6,-1,0,6,1,9,0,2,South East,2,8
C202605180,-1.1352,53.76543,01/06/2026,20:34,6,30,5,1,0,1,1,1,0,2,Yorkshire,1,3
C202605181,-0.7762,51.55988,01/06/2026,20:34,6,60,5,-1,0,1,1,1,0,2,London,1,6
C202605182,-3.76719,50.93939,01/06/2026,20:35,6,50,2,0,0,1,1,9,6,1,South West,1,4
C202605183,-3.30591,51.19477,01/06/2026,20:35,6,30,1,2,0,5,1,9,6,2,South West,4,10
C202605184,-2.87277,53.21623,01/06/2026,20:35,6,30,0,0,1,1,1,2,0,1,North West,1,5
C202605185,-1.87248,53.65006,01/06/2026,20:35,6,50,5,2,0,1,1,1,0,1,Yorkshire,1,4
C202605186,-2.96029,53.33596,01/06/2026,20:35,2,20,3,2,5,7,1,1,0,1,North West,1,4
C202605187,-0.88327,51.07628,01/06/2026,20:35,1,70,0,-1,0,6,1,1,0,1,South East,1,7
C202605188,-0.11321,51.07265,01/06/2026,20:35,6,70,3,0,0,1,1,1,6,2,London,2,9
C202605189,-1.95203,55.33646,01/06/2026,20:35,6,70,0,4,0,1,1,4,0,2,North East,1,8
C202605190,-3.08095,51.85652,01/06/2026,20:35,2,50,0,4,0,1,2,1,0,2,Wales,2,6
C202605191,-3.05992,51.25902,01/06/2026,20:35,6,70,5,2,0,1,2,1,0,2,Wales,2,7
C202605192,-3.02147,51.55276,01/06/2026,20:36,6,50,6,2,0,6,-1,1,0,1,Wales,1,6
C202605193,-1.43073,52.91612,01/06/2026,20:37,7,20,3,0,0,1,2,2,0,1,East Midlands,1,5
C202605194,-3.08232,51.76289,01/06/2026,20:38,7,70,-1,4,0,1,2,1,0,1,Wales,3,8
C202605195,-2.14251,52.70804,01/06/2026,20:38,6,40,6,0,0,1,2,2,0,2,West Midlands,2,7
C202605196,-3.20835,51.59637,01/06/2026,20:38,6,30,3,0,0,4,2,2,0,1,Wales,1,5
C202605197,-0.70167,51.52545,01/06/2026,20:38,2,20,0,2,0,7,1,2,0,2,South East,2,7
C202605198,-3.09309,50.91596,01/06/2026,20:38,6,40,0,2,1,1,1,1,0,1,South West,2,5
C202605199,-3.24707,50.75494,01/06/2026,20:39,1,60,6,4,1,5,5,1,0,1,South West,1,6
C202605200,-1.71537,52.10293,01/06/2026,20:39,6,50,5,2,0,1,1,1,1,1,West Midlands,1,4
C202605201,-0.77409,52.58637,01/06/2026,20:39,6,50,0,4,0,1,1,3,0,1,East Midlands,1,6
C202605202,-2.12888,52.47987,01/06/2026,20:39,6,60,0,4,5,1,2,1,0,1,West Midlands,4,7
C202605203,-1.79431,54.77836,01/06/2026,20:39,6,30,3,0,0,5,1,-1,0,2,North East,1,6
C202605204,-1.13459,53.02932,01/06/2026,20:40,6,40,1,-1,5,1,1,2,0,1,East Midlands,1,5
C202605205,-1.63168,52.6856,01/06/2026,20:40,6,20,2,0,-1,4,1,3,0,2,West Midlands,1,7
C202605206,-1.39135,53.49113,01/06/2026,20:40,6,50,0,-1,0,1,1,2,0,2,Yorkshire,1,7
C202605207,-1.48284,54.06032,01/06/2026,20:40,6,30,3,1,1,7,1,1,0,2,Yorkshire,1,5
C202605208,-2.20946,53.16192,01/06/2026,20:41,2,30,0,0,0,5,1,1,0,1,North West,3,7
C202605209,-1.48036,55.03404,01/06/2026,20:41,1,30,3,0,0,1,5,2,0,1,North East,1,6
C202605210,-1.51183,53.85367,01/06/2026,20:42,3,30,3,1,0,1,1,2,0,1,Yorkshire,4,6
C202605211,-2.68797,53.28574,01/06/2026,20:42,7,30,6,2,1,1,1,1,0,1,North West,1,4
C202605212,0.10269,51.74912,01/06/2026,20:42,3,30,3,4,0,5,1,1,0,2,London,2,6
C202605213,-1.38732,52.80639,01/06/2026,20:42,3,60,3,-1,0,1,1,1,0,2,East Midlands,2,5
C202605214,-3.01389,51.75239,01/06/2026,20:43,6,30,6,2,1,7,1,1,0,1,Wales,1,5
C202605215,-2.41441,53.74364,01/06/2026,20:44,6,60,5,2,0,1,1,4,0,2,North West,3,8
C202605216,-3.10605,51.32451,01/06/2026,20:44,9,30,1,2,0,1,3,1,1,1,Wales,2,6
C202605217,-0.83935,52.94255,01/06/2026,20:44,6,60,0,4,0,1,1,1,0,2,East Midlands,1,7
C202605218,-1.15421,55.04923,01/06/2026,20:45,6,60,5,2,1,1,1,1,0,1,North East,2,6
C202605219,-2.12101,52.4129,01/06/2026,20:45,6,20,0,0,0,5,1,1,0,1,West Midlands,1,5
C202605220,-0.582,51.43506,01/06/2026,20:46,6,50,0,4,0,1,3,2,0,1,South East,1,5
C202605221,-3.70705,50.65081,01/06/2026,20:46,6,30,3,0,0,1,1,1,0,1,South West,1,2
C202605222,-3.42581,50.59476,01/06/2026,20:46,6,60,0,4,5,4,1,1,1,1,South West,3,9
C202605223,-0.83147,51.24241,01/06/2026,20:47,6,70,6,0,0,1,1,1,2,1,South East,1,3
C202605224,-0.87655,50.75263,01/06/2026,20:47,6,30,3,0,1,1,1,2,0,1,South East,2,4
C202605225,-3.24021,51.60534,01/06/2026,20:47,7,60,6,4,0,5,1,2,0,2,Wales,1,8
C202605226,-2.44186,53.24572,01/06/2026,20:48,7,60,3,0,0,1,1,1,0,1,North West,1,6
C202605227,-0.08039,51.38472,01/06/2026,20:48,6,70,3,0,5,5,1,2,0,1,London,3,8
C202605228,-0.15585,51.5348,01/06/2026,20:48,3,30,6,2,0,5,3,1,0,1,London,1,5
C202605229,0.18409,51.84576,01/06/2026,20:48,1,50,-1,-1,0,7,2,2,0,1,London,1,9
C202605230,-0.44934,51.62606,01/06/2026,20:48,6,60,0,1,0,1,1,1,0,2,South East,1,9
C202605231,-0.07824,51.48641,01/06/2026,20:50,3,70,0,4,5,1,1,1,0,1,London,1,5
C202605232,-1.91343,54.03895,01/06/2026,20:50,7,30,3,0,5,1,1,1,6,2,Yorkshire,5,10
C202605233,-1.74534,52.78358,01/06/2026,20:50,7,40,0,0,0,1,1,1,0,2,East Midlands,1,6
C202605234,-2.67253,53.22689,01/06/2026,20:50,6,60,0,4,0,1,1,1,7,2,North West,1,7
C202605235,-1.72931,52.84594,01/06/2026,20:50,2,70,3,0,0,6,1,1,0,1,West Midlands,1,6
C202605236,-2.16485,52.41432,01/06/2026,20:50,2,30,6,2,0,4,2,2,0,1,West Midlands,3,10
C202605237,-3.21314,51.10915,01/06/2026,20:51,6,30,-1,-1,0,4,2,1,0,1,South West,1,5
C202605238,-2.8173,53.49461,01/06/2026,20:51,6,60,3,2,0,1,1,1,0,1,North West,1,5
C202605239,-1.25588,54.95898,01/06/2026,20:51,6,60,3,0,0,1,1,1,0,1,North East,2,6
C202605240,-0.4181,51.01174,01/06/2026,20:51,6,30,0,4,0,1,1,1,0,1,South East,1,3
C202605241,-0.93366,53.14299,01/06/2026,20:51,7,30,6,4,0,5,1,2,0,2,East Midlands,2,6
C202605242,-1.79514,54.53663,01/06/2026,20:51,3,30,0,1,0,1,8,1,0,1,North East,1,4
C202605243,-0.33799,51.4948,01/06/2026,20:52,6,30,5,2,0,4,1,1,0,1,South East,1,3
C202605244,-0.1588,51.62897,01/06/2026,20:52,7,20,2,2,1,1,6,1,0,1,London,1,4
C202605245,-1.17804,53.24341,01/06/2026,20:52,2,30,0,4,-1,1,2,1,0,2,East Midlands,1,7
C202605246,-0.73406,50.95304,01/06/2026,20:52,6,30,0,2,0,1,1,2,0,1,South East,3,4
C202605247,-1.49211,52.91155,01/06/2026,20:53,6,40,0,4,0,1,1,9,0,2,East Midlands,3,8
C202605248,-1.41608,55.10725,01/06/2026,20:53,6,30,6,0,1,1,1,1,0,1,North East,1,4
C202605249,-1.58267,52.6324,01/06/2026,20:53,6,30,3,4,0,1,8,1,0,2,West Midlands,1,6
C202605250,-3.2908,50.63973,01/06/2026,20:54,3,40,0,0,0,5,1,1,0,2,South West,1,7
C202605251,-3.59299,50.38332,01/06/2026,20:54,6,70,3,-1,1,5,1,1,0,1,South West,1,4
C202605252,-3.33692,51.6689,01/06/2026,20:54,2,30,3,2,0,1,1,1,0,2,Wales,1,8
C202605253,-1.27575,53.14907,01/06/2026,20:54,2,40,3,2,0,5,2,1,0,1,East Midlands,1,6
C202605254,-0.76138,53.33142,01/06/2026,20:54,6,30,2,1,0,1,1,1,0,1,East Midlands,1,6
C202605255,-0.87015,53.17028,01/06/2026,20:55,6,70,1,-1,0,6,1,1,0,1,East Midlands,1,7
C202605256,-1.58611,53.64388,01/06/2026,20:55,6,70,-1,1,5,1,1,1,0,1,Yorkshire,1,5
C202605257,-0.87522,51.40498,01/06/2026,20:55,6,30,6,4,0,1,1,1,0,1,South East,1,4
C202605258,-1.85527,53.38742,01/06/2026,20:55,6,40,3,0,0,1,1,4,0,1,Yorkshire,1,5
C202605259,-1.22031,53.29976,01/06/2026,20:55,2,60,0,4,0,1,1,9,1,1,East Midlands,1,3
C202605260,-2.02857,52.00844,01/06/2026,20:55,3,70,5,0,1,7,1,2,0,1,West Midlands,3,9
C202605261,-2.25405,53.31527,01/06/2026,20:55,7,60,3,0,0,1,1,1,0,2,North West,1,8
C202605262,-2.30238,52.14268,01/06/2026,20:55,6,40,0,0,5,1,1,1,0,1,West Midlands,2,6
C202605263,-3.17699,51.45656,01/06/2026,20:56,6,30,6,2,0,1,1,2,0,1,Wales,4,7
C202605264,-1.14395,53.90968,01/06/2026,20:56,6,30,3,2,-1,5,1,1,0,1,Yorkshire,1,5
C202605265,-1.88395,52.04867,01/06/2026,20:57,6,40,6,0,0,6,1,1,0,1,West Midlands,1,6
C202605266,-3.60407,51.01605,01/06/2026,20:57,3,70,6,-1,0,1,1,1,0,2,South West,3,9
C202605267,-2.32774,52.09093,01/06/2026,20:57,2,60,1,0,0,1,1,2,0,2,West Midlands,1,8
C202605268,-0.90148,52.79009,01/06/2026,20:58,3,30,6,0,0,1,1,2,0,1,East Midlands,1,6
C202605269,-3.55952,51.20432,01/06/2026,20:58,6,70,0,2,0,1,1,1,0,2,South West,2,8
C202605270,-3.70802,50.83688,01/06/2026,20:58,6,50,3,4,0,1,1,2,0,2,South West,3,8
C202605271,-0.92502,53.0039,01/06/2026,20:59,6,50,0,0,0,1,1,1,0,1,East Midlands,1,3
C202605272,-2.61234,53.56777,01/06/2026,20:59,6,40,6,0,0,5,1,2,7,1,North West,1,8
C202605273,-3.53533,51.85343,01/06/2026,20:59,3,70,3,0,0,1,1,1,0,1,Wales,5,9
C202605274,-1.0363,53.05439,01/06/2026,20:59,6,40,3,4,0,1,1,2,0,1,East Midlands,1,3
C202605275,-0.50266,51.33898,01/06/2026,21:00,6,30,1,4,0,1,1,1,0,1,South East,1,3
C202605276,-3.68659,50.80936,01/06/2026,21:00,6,30,5,2,0,7,1,1,0,2,South West,1,7
C202605277,-1.43467,52.06865,01/06/2026,21:00,3,60,3,2,0,1,1,1,0,1,West Midlands,1,4
C202605278,-3.4491,51.22488,01/06/2026,21:00,6,50,6,-1,-1,1,1,9,0,2,Wales,1,7
C202605279,-2.65714,51.42346,01/06/2026,21:00,6,30,1,0,0,1,1,1,0,1,Wales,4,7
C202605280,-2.68601,53.82438,01/06/2026,21:00,3,70,2,0,1,5,1,9,0,1,North West,1,6
C202605281,-1.06954,54.85375,01/06/2026,21:01,3,40,2,0,0,1,1,2,0,2,North East,2,6
C202605282,-0.69498,50.72177,01/06/2026,21:01,6,40,0,2,0,1,1,1,0,1,South East,1,3
C202605283,-2.63478,53.85835,01/06/2026,21:02,6,40,0,4,1,4,1,1,0,1,North West,1,3
C202605284,-3.40471,51.62525,01/06/2026,21:02,1,70,6,2,0,1,1,2,0,2,Wales,1,5
C202605285,-2.007,52.46823,01/06/2026,21:02,1,70,1,0,0,5,1,1,0,2,West Midlands,1,6
C202605286,-1.10546,50.84803,01/06/2026,21:02,6,30,0,4,0,1,1,2,0,2,South East,1,4
C202605287,-0.29235,51.13467,01/06/2026,21:02,6,30,0,2,5,7,1,2,0,1,London,1,5
C202605288,-0.42884,51.01496,01/06/2026,21:03,1,60,2,-1,0,1,2,1,0,1,South East,1,4
C202605289,-2.78604,53.64366,01/06/2026,21:03,6,30,5,2,5,6,1,4,0,1,North West,1,5
C202605290,-1.28053,55.03561,01/06/2026,21:03,6,30,1,4,0,1,1,1,0,1,North East,1,3
C202605291,-1.18222,53.0228,01/06/2026,21:04,6,20,5,4,-1,5,1,9,0,1,East Midlands,3,6
C202605292,-1.10953,53.25001,01/06/2026,21:04,6,40,3,4,0,1,1,1,0,1,East Midlands,1,6
C202605293,-0.71367,51.40767,01/06/2026,21:04,6,60,0,4,5,4,1,2,0,1,South East,1,9
C202605294,-3.71164,51.24724,01/06/2026,21:04,7,40,0,2,0,1,1,1,0,1,South West,1,3
C202605295,-0.88547,53.19124,01/06/2026,21:04,7,30,0,4,0,5,1,1,0,2,East Midlands,3,9
C202605296,-0.23296,51.49945,01/06/2026,21:04,6,40,6,2,0,1,1,2,0,2,London,1,7
C202605297,-2.06613,52.61974,01/06/2026,21:05,2,40,3,2,0,5,1,1,0,1,West Midlands,1,7
C202605298,-1.20361,53.96863,01/06/2026,21:05,6,30,0,4,0,1,1,1,0,2,Yorkshire,1,3
C202605299,-1.72795,55.24682,01/06/2026,21:05,7,50,0,4,-1,7,1,1,0,1,North East,1,8
C202605300,-3.81459,50.78699,01/06/2026,21:06,9,50,2,2,0,4,1,1,0,1,South West,1,6
C202605301,-2.72283,53.23405,01/06/2026,21:07,6,20,6,-1,0,5,1,1,0,2,North West,1,4
C202605302,-1.43515,55.43075,01/06/2026,21:08,6,30,6,0,0,1,1,2,0,1,North East,1,4
C202605303,-3.62707,51.06794,01/06/2026,21:08,6,60,0,0,0,5,1,1,0,1,South West,1,9
C202605304,-1.07477,52.64997,01/06/2026,21:08,6,20,3,2,5,5,1,9,0,2,East Midlands,1,5
C202605305,-2.42514,53.05946,01/06/2026,21:09,7,30,0,0,0,5,3,1,0,1,North West,1,5
C202605306,-3.28005,50.80957,01/06/2026,21:10,7,30,6,4,0,1,1,3,7,2,South West,4,9
C202605307,-1.50283,52.61148,01/06/2026,21:10,6,30,0,4,0,1,1,1,0,1,West Midlands,1,5
C202605308,-3.2215,50.65789,01/06/2026,21:10,6,60,6,2,0,1,1,1,0,2,South West,1,8
C202605309,-1.06025,53.13245,01/06/2026,21:10,7,50,3,2,0,4,1,1,0,1,East Midlands,5,10
C202605310,-3.70112,50.929,01/06/2026,21:11,6,70,5,2,0,5,1,1,0,2,South West,1,6
C202605311,-2.61799,53.27587,01/06/2026,21:11,6,30,6,-1,5,6,1,2,0,1,North West,1,4
C202605312,-2.18308,52.25742,01/06/2026,21:11,7,60,1,0,0,1,1,2,0,1,West Midlands,1,5
C202605313,-2.02995,52.58037,01/06/2026,21:12,6,30,6,4,5,5,6,1,0,1,West Midlands,1,9
C202605314,-2.38518,53.23717,01/06/2026,21:12,3,30,3,2,5,1,1,1,0,2,North West,1,2
C202605315,-2.5436,53.29211,01/06/2026,21:12,6,70,0,4,-1,1,1,1,0,1,North West,3,6
C202605316,-3.65558,50.92943,01/06/2026,21:13,7,30,-1,4,0,1,1,2,0,2,South West,1,8
C202605317,-3.12082,51.39158,01/06/2026,21:13,6,30,3,0,0,5,2,1,0,1,Wales,1,6
C202605318,-1.83791,54.47386,01/06/2026,21:13,6,50,6,1,0,1,1,1,0,1,North East,1,7
C202605319,-1.64913,52.68385,01/06/2026,21:14,6,40,0,4,0,1,1,2,0,2,West Midlands,1,6
C202605320,-1.91014,52.53572,01/06/2026,21:14,6,30,6,4,0,1,7,1,0,1,West Midlands,1,4
C202605321,-2.13119,53.8103,01/06/2026,21:14,7,50,0,0,0,1,1,1,0,1,North West,1,4
